id,tank_model,diameter,height,net_capacity,gross_capacity,ideal_price,nrp
1,RCT10-10,2.8,0.8,5,5,100000,100000
2,RCT10-14,2.8,1.4,8,8,100001,100001
3,RCT10-20,2.8,2,10,10,100002,100002
4,RCT15-14,3,1.4,15,15,100003,100003
5,RCT15-22,3,2.2,15,15,100004,100004
6,RCT15-29,3,2.9,20,20,100005,100005
7,RCT15-36,3,3.6,24,24,100006,100006
8,RCT15-43,3,4.3,29,29,100007,100007
9,RCT25-22,3.9,2.2,26,26,100008,100008
10,RCT25-29,3.9,2.9,34,34,100009,100009
11,RCT25-36,3.9,3.6,43,43,100010,100010
12,RCT25-43,3.9,4.3,51,51,100011,100011
13,RCT25-50,3.9,5,59,59,100012,100012
14,RCT25-57,3.9,5.7,67,67,100013,100013
15,RCT25-64,3.9,6.4,67,67,100014,100014
16,RCT40-22,4.9,2.2,41,41,100015,100015
17,RCT40-29,4.9,2.9,54,54,100016,100016
18,RCT40-36,4.9,3.6,67,67,100017,100017
19,RCT40-43,4.9,4.3,80,80,100018,100018
20,RCT40-50,4.9,5,93,93,100019,100019
21,RCT40-57,4.9,5.7,106,106,100020,100020
22,RCT40-64,4.9,6.4,119,119,100021,100021
23,RCT60-22,5.8,2.2,60,60,100022,100022
24,RCT60-29,5.8,2.9,77,77,100023,100023
25,RCT60-36,5.8,3.6,96,96,100024,100024
26,RCT60-43,5.8,4.3,115,115,100025,100025
27,RCT60-50,5.8,5,133,133,100026,100026
28,RCT60-57,5.8,5.7,152,152,100027,100027
29,RCT60-64,5.8,6.4,171,171,100028,100028
30,RCT60-71,5.8,7.1,171,171,100029,100029
31,RCT60-78,5.8,7.8,208,208,100030,100030
32,RCT60-85,5.8,8.5,208,208,100031,100031
33,RCT80-22,6.8,2.2,80,80,100032,100032
34,RCT80-29,6.8,2.9,105,105,100033,100033
35,RCT80-36,6.8,3.6,131,131,100034,100034
36,RCT80-43,6.8,4.3,156,156,100035,100035
37,RCT80-50,6.8,5,181,181,100036,100036
38,RCT80-57,6.8,5.7,207,207,100037,100037
39,RCT80-64,6.8,6.4,232,232,100038,100038
40,RCT80-71,6.8,7.1,232,232,100039,100039
41,RCT80-78,6.8,7.8,232,232,100040,100040
42,RCT80-85,6.8,8.5,232,232,100041,100041
43,RCT100-22,7.8,2.2,104,104,100042,100042
44,RCT100-29,7.8,2.9,137,137,100043,100043
45,RCT100-36,7.8,3.6,171,171,100044,100044
46,RCT100-43,7.8,4.3,204,204,100045,100045
47,RCT100-50,7.8,5,237,237,100046,100046
48,RCT100-57,7.8,5.7,270,270,100047,100047
49,RCT100-64,7.8,6.4,304,304,100048,100048
50,RCT100-71,7.8,7.1,336,336,100049,100049
51,RCT100-78,7.8,7.8,369,369,100050,100050
52,RCT100-85,7.8,8.5,369,369,100051,100051
53,RCT130-22,8.7,2.2,132,132,100052,100052
54,RCT130-29,8.7,2.9,174,174,100053,100053
55,RCT130-36,8.7,3.6,216,216,100054,100054
56,RCT130-43,8.7,4.3,258,258,100055,100055
57,RCT130-50,8.7,5,300,300,100056,100056
58,RCT130-57,8.7,5.7,342,342,100057,100057
59,RCT130-64,8.7,6.4,384,384,100058,100058
60,RCT130-71,8.7,7.1,425,425,100059,100059
61,RCT130-78,8.7,7.8,467,467,100060,100060
62,RCT130-85,8.7,8.5,509,509,100061,100061
63,RCT160-22,9.7,2.2,163,163,100062,100062
64,RCT160-29,9.7,2.9,215,215,100063,100063
65,RCT160-36,9.7,3.6,266,266,100064,100064
66,RCT160-43,9.7,4.3,374,374,100065,100065
67,RCT160-50,9.7,5,370,370,100066,100066
68,RCT160-57,9.7,5.7,422,422,100067,100067
69,RCT160-64,9.7,6.4,474,474,100068,100068
70,RCT160-71,9.7,7.1,526,526,100069,100069
71,RCT160-78,9.7,7.8,526,526,100070,100070
72,RCT160-85,9.7,8.5,630,630,100071,100071
73,RCT200-22,10.7,2.2,197,197,100072,100072
74,RCT200-29,10.7,2.9,260,260,100073,100073
75,RCT200-36,10.7,3.6,322,322,100074,100074
76,RCT200-43,10.7,4.3,385,385,100075,100075
77,RCT200-50,10.7,5,448,448,100076,100076
78,RCT200-57,10.7,5.7,511,511,100077,100077
79,RCT200-64,10.7,6.4,573,573,100078,100078
80,RCT200-71,10.7,7.1,636,636,100079,100079
81,RCT200-78,10.7,7.8,636,636,100080,100080
82,RCT200-85,10.7,8.5,636,636,100081,100081
83,RCT230-22,11.7,2.2,235,235,100082,100082
84,RCT230-29,11.7,2.9,309,309,100083,100083
85,RCT230-36,11.7,3.6,384,384,100084,100084
86,RCT230-43,11.7,4.3,458,458,100085,100085
87,RCT230-50,11.7,5,524,524,100086,100086
88,RCT230-57,11.7,5.7,608,608,100087,100087
89,RCT230-64,11.7,6.4,682,682,100088,100088
90,RCT230-71,11.7,7.1,682,682,100089,100089
91,RCT230-78,11.7,7.8,682,682,100090,100090
92,RCT230-85,11.7,8.5,906,906,100091,100091
93,RCT275-22,12.6,2.2,275,275,100092,100092
94,RCT275-29,12.6,2.9,363,363,100093,100093
95,RCT275-36,12.6,3.6,450,450,100094,100094
96,RCT275-43,12.6,4.3,538,538,100095,100095
97,RCT275-50,12.6,5,626,626,100096,100096
98,RCT275-57,12.6,5.7,713,713,100097,100097
99,RCT275-64,12.6,6.4,801,801,100098,100098
100,RCT275-71,12.6,7.1,851,851,100099,100099
101,RCT275-78,12.6,7.8,851,851,100100,100100
102,RCT275-85,12.6,8.5,851,851,100101,100101
103,RCT320-22,13.6,2.2,320,320,100102,100102
104,RCT320-29,13.6,2.9,421,421,100103,100103
105,RCT320-36,13.6,3.6,523,523,100104,100104
106,RCT320-43,13.6,4.3,625,625,100105,100105
107,RCT320-50,13.6,5,726,726,100106,100106
108,RCT320-57,13.6,5.7,828,828,100107,100107
109,RCT320-64,13.6,6.4,930,930,100108,100108
110,RCT320-85,13.6,8.5,1233,1233,100109,100109
111,RCT360-22,14.6,2.2,367,367,100110,100110
112,RCT360-29,14.6,2.9,483,483,100111,100111
113,RCT360-36,14.6,3.6,600,600,100112,100112
114,RCT360-43,14.6,4.3,716,716,100113,100113
115,RCT360-50,14.6,5,833,833,100114,100114
116,RCT360-57,14.6,5.7,950,950,100115,100115
117,RCT360-64,14.6,6.4,1067,1067,100116,100116
118,RCT360-78,14.6,7.8,1299,1299,100117,100117
119,RCT360-85,14.6,7.8,1415,1415,100118,100118
120,RCT420-22,15.5,2.2,417,417,100119,100119
121,RCT420-29,15.5,2.9,550,550,100120,100120
122,RCT420-36,15.5,3.6,683,683,100121,100121
123,RCT420-43,15.5,4.3,816,816,100122,100122
124,RCT420-50,15.5,5,948,948,100123,100123
125,RCT420-57,15.5,5.7,1081,1081,100124,100124
126,RCT420-64,15.5,6.4,1214,1214,100125,100125
127,RCT420-71,15.5,7.1,1214,1214,100126,100126
128,RCT420-85,15.5,8.5,1214,1214,100127,100127
129,RCT470-22,16.5,2.2,471,471,100128,100128
130,RCT470-29,16.5,2.9,622,622,100129,100129
131,RCT470-36,16.5,3.6,770,770,100130,100130
132,RCT470-43,16.5,4.3,920,920,100131,100131
133,RCT470-50,16.5,5,1070,1070,100132,100132
134,RCT470-57,16.5,5.7,1220,1220,100133,100133
135,RCT470-64,16.5,6.4,1370,1370,100134,100134
136,RCT530-22,17.5,2.2,528,528,100135,100135
137,RCT530-29,17.5,2.9,696,696,100136,100136
138,RCT530-36,17.5,3.6,864,864,100137,100137
139,RCT530-43,17.5,4.3,1032,1032,100138,100138
140,RCT530-50,17.5,5,1199,1199,100139,100139
141,RCT530-57,17.5,5.7,1368,1368,100140,100140
142,RCT530-64,17.5,6.4,1536,1536,100141,100141
143,RCT530-85,17.5,8.5,2040,2040,100142,100142
144,RCT590-22,18.5,2.2,588,588,100143,100143
145,RCT590-29,18.5,2.9,775,775,100144,100144
146,RCT590-36,18.5,3.6,962,962,100145,100145
147,RCT590-43,18.5,4.3,1149,1149,100146,100146
148,RCT590-50,18.5,5,1336,1336,100147,100147
149,RCT590-57,18.5,5.7,1524,1524,100148,100148
150,RCT590-64,18.5,6.4,1711,1711,100149,100149
151,RCT650-22,19.4,2.2,652,652,100150,100150
152,RCT650-29,19.4,2.9,859,859,100151,100151
153,RCT650-36,19.4,3.6,1066,1066,100152,100152
154,RCT650-43,19.4,4.3,1274,1274,100153,100153
155,RCT650-50,19.4,5,1481,1481,100154,100154
156,RCT650-57,19.4,5.7,1689,1689,100155,100155
157,RCT650-64,19.4,6.4,1896,1896,100156,100156
158,RCT720-22,20.4,2.2,718,718,100157,100157
159,RCT720-29,20.4,2.9,947,947,100158,100158
160,RCT720-36,20.4,3.6,1175,1175,100159,100159
161,RCT720-43,20.4,4.3,1404,1404,100160,100160
162,RCT720-50,20.4,5,1633,1633,100161,100161
163,RCT720-57,20.4,5.7,1862,1862,100162,100162
164,RCT720-64,20.4,6.4,2090,2090,100163,100163
165,RCT790-22,21.7,2.2,788,788,100164,100164
166,RCT790-29,21.7,2.9,1039,1039,100165,100165
167,RCT790-36,21.7,3.6,1290,1290,100166,100166
168,RCT790-43,21.7,4.3,1541,1541,100167,100167
169,RCT790-50,21.7,5,1792,1792,100168,100168
170,RCT790-57,21.7,5.7,2105,2105,100169,100169
171,RCT790-64,21.7,6.4,2363,2363,100170,100170
172,RCT790-71,21.7,7.1,2363,2363,100171,100171
173,RCT860-22,22.3,2.2,862,862,100172,100172
174,RCT860-29,22.3,2.9,1136,1136,100173,100173
175,RCT860-36,22.3,3.6,1410,1410,100174,100174
176,RCT860-43,22.3,4.3,1684,1684,100175,100175
177,RCT860-50,22.3,5,1958,1958,100176,100176
178,RCT860-57,22.3,5.7,1958,1958,100177,100177
179,RCT860-64,22.3,6.4,1958,1958,100178,100178
180,RCT940-22,23.3,2.2,938,938,100179,100179
181,RCT940-29,23.3,2.9,1237,1237,100180,100180
182,RCT940-36,23.3,3.6,1535,1535,100181,100181
183,RCT940-43,23.3,4.3,1834,1834,100182,100182
184,RCT940-50,23.3,5,2132,2132,100183,100183
185,RCT940-57,23.3,5.7,2432,2432,100184,100184
186,RCT940-64,23.3,6.4,2432,2432,100185,100185
187,RCT1010-22,24.3,2.2,1018,1018,100186,100186
188,RCT1010-29,24.3,2.9,1342,1342,100187,100187
189,RCT1010-36,24.3,3.6,1666,1666,100188,100188
190,RCT1010-43,24.3,4.3,1990,1990,100189,100189
191,RCT1010-50,24.3,5,2314,2314,100190,100190
192,RCT1010-57,24.3,5.7,2639,2639,100191,100191
193,RCT1010-64,24.3,6.4,2639,2639,100192,100192
194,RCT1180-57,26.2,5.7,3076,3076,100193,100193
195,RCT1180-43,26.2,4.3,2321,2321,100194,100194
196,SFM70-24,6.11,2.4,53,70,100195,100195
197,SFM70-36,6.11,3.6,87,106,100196,100196
198,SFM70-48,6.11,4.8,125,141,100197,100197
199,SFM70-60,6.11,6,163,176,100198,100198
200,SFM70-72,6.11,7.2,201,211,100199,100199
201,SFM70-84,6.11,8.4,231,246,100200,100200
202,SFM90-24,6.88,2.4,68,89,100201,100201
203,SFM90-36,6.88,3.6,114,134,100202,100202
204,SFM90-48,6.88,4.8,159,178,100203,100203
205,SFM90-60,6.88,6,204,223,100204,100204
206,SFM90-72,6.88,7.2,250,268,100205,100205
207,SFM90-84,6.88,8.4,291,312,100206,100206
208,SFM110-24,7.64,2.4,83,110,100207,100207
209,SFM110-36,7.64,3.6,136,165,100208,100208
210,SFM110-48,7.64,4.8,197,220,100209,100209
211,SFM110-60,7.64,6,254,275,100210,100210
212,SFM110-72,7.64,7.2,310,330,100211,100211
213,SFM110-84,7.64,8.4,360,385,100212,100212
214,SFM135-24,8.4,2.4,98,133,100213,100213
215,SFM135-36,8.4,3.6,167,200,100214,100214
216,SFM135-48,8.4,4.8,235,266,100215,100215
217,SFM135-60,8.4,6,303,333,100216,100216
218,SFM135-72,8.4,7.2,371,399,100217,100217
219,SFM135-84,8.4,8.4,432,466,100218,100218
220,SFM160-24,9.17,2.4,114,159,100219,100219
221,SFM160-36,9.17,3.6,197,238,100220,100220
222,SFM160-48,9.17,4.8,280,317,100221,100221
223,SFM160-60,9.17,6,360,396,100222,100222
224,SFM160-72,9.17,7.2,443,476,100223,100223
225,SFM160-84,9.17,8.4,515,555,100224,100224
226,SFM185-12,9.93,1.2,35,38,100225,100225
227,SFM185-24,9.93,2.4,132,186,100226,100226
228,SFM185-36,9.93,3.6,227,279,100227,100227
229,SFM185-48,9.93,4.8,326,372,100228,100228
230,SFM185-60,9.93,6,420,465,100229,100229
231,SFM185-72,9.93,7.2,515,558,100230,100230
232,SFM185-84,9.93,8.4,602,651,100231,100231
233,SST25-24(ETP),3.82,2.4,28,28,100232,100232
234,SST25-36(ETP),3.82,3.6,41,41,100233,100233
235,SST25-48(ETP),3.82,4.8,55,55,100234,100234
236,SST25-60(ETP),3.82,6,69,69,100235,100235
237,SST25-72(ETP),3.82,7.2,83,83,100236,100236
238,SST40-24(ETP),4.59,2.4,40,40,100237,100237
239,SST40-36(ETP),4.59,3.6,60,60,100238,100238
240,SST40-48(ETP),4.59,4.8,79,79,100239,100239
241,SST40-60(ETP),4.59,6,99,99,100240,100240
242,SST40-72(ETP),4.59,7.2,119,119,100241,100241
243,SST50-24(ETP),5.35,2.4,54,54,100242,100242
244,SST50-36(ETP),5.35,3.6,81,81,100243,100243
245,SST50-48(ETP),5.35,4.8,108,108,100244,100244
246,SST50-60(ETP),5.35,6,135,135,100245,100245
247,SST50-72(ETP),5.35,7.2,162,162,100246,100246
248,SST50-84(ETP),5.35,8.4,189,189,100247,100247
249,SST70-24(ETP),6.11,2.4,70,70,100248,100248
250,SST70-36(ETP),6.11,3.6,106,106,100249,100249
251,SST70-48(ETP),6.11,4.8,141,141,100250,100250
252,SST70-60(ETP),6.11,6,176,176,100251,100251
253,SST70-72(ETP),6.11,7.2,211,211,100252,100252
254,SST70-84(ETP),6.11,8.4,246,246,100253,100253
255,SST70-96(ETP),6.11,9.6,282,282,100254,100254
256,SST85-24(ETP),6.88,2.4,89,89,100255,100255
257,SST85-36(ETP),6.88,3.6,134,134,100256,100256
258,SST85-48(ETP),6.88,4.8,178,178,100257,100257
259,SST85-60(ETP),6.88,6,223,223,100258,100258
260,SST85-72(ETP),6.88,7.2,268,268,100259,100259
261,SST85-84(ETP),6.88,8.4,312,312,100260,100260
262,SST85-96(ETP),6.88,9.6,357,357,100261,100261
263,SST85-108(ETP),6.88,10.8,402,402,100262,100262
264,SST105-24(ETP),7.64,2.4,110,110,100263,100263
265,SST105-36(ETP),7.64,3.6,165,165,100264,100264
266,SST105-48(ETP),7.64,4.8,220,220,100265,100265
267,SST105-60(ETP),7.64,6,275,275,100266,100266
268,SST105-72(ETP),7.64,7.2,330,330,100267,100267
269,SST105-84(ETP),7.64,8.4,385,385,100268,100268
270,SST105-96(ETP),7.64,9.6,440,440,100269,100269
271,SST105-108(ETP),7.64,10.8,495,495,100270,100270
272,SST130-24(ETP),8.4,2.4,133,133,100271,100271
273,SST130-36(ETP),8.4,3.6,200,200,100272,100272
274,SST130-48(ETP),8.4,4.8,266,266,100273,100273
275,SST130-60(ETP),8.4,6,333,333,100274,100274
276,SST130-72(ETP),8.4,7.2,399,399,100275,100275
277,SST130-84(ETP),8.4,8.4,466,466,100276,100276
278,SST130-96(ETP),8.4,9.6,532,532,100277,100277
279,SST130-108(ETP),8.4,10.8,599,599,100278,100278
280,SST155-24(ETP),9.17,2.4,159,159,100279,100279
281,SST155-36(ETP),9.17,3.6,238,238,100280,100280
282,SST155-48(ETP),9.17,4.8,317,317,100281,100281
283,SST155-60(ETP),9.17,6,396,396,100282,100282
284,SST155-72(ETP),9.17,7.2,476,476,100283,100283
285,SST155-84(ETP),9.17,8.4,555,555,100284,100284
286,SST155-96(ETP),9.17,9.6,634,634,100285,100285
287,SST155-108(ETP),9.17,10.8,713,713,100286,100286
288,SST180-24(ETP),9.93,2.4,186,186,100287,100287
289,SST180-36(ETP),9.93,3.6,279,279,100288,100288
290,SST180-48(ETP),9.93,4.8,372,372,100289,100289
291,SST180-60(ETP),9.93,6,465,465,100290,100290
292,SST180-72(ETP),9.93,7.2,558,558,100291,100291
293,SST180-84(ETP),9.93,8.4,651,651,100292,100292
294,SST180-96(ETP),9.93,9.6,744,744,100293,100293
295,SST180-108(ETP),9.93,10.8,837,837,100294,100294
296,SST210-24(ETP),10.7,2.4,216,216,100295,100295
297,SST210-36(ETP),10.7,3.6,324,324,100296,100296
298,SST210-48(ETP),10.7,4.8,432,432,100297,100297
299,SST210-60(ETP),10.7,6,540,540,100298,100298
300,SST210-72(ETP),10.7,7.2,648,648,100299,100299
301,SST210-84(ETP),10.7,8.4,755,755,100300,100300
302,SST210-96(ETP),10.7,9.6,863,863,100301,100301
303,SST210-108(ETP),10.7,10.8,971,971,100302,100302
304,SST240-24(ETP),11.46,2.4,248,248,100303,100303
305,SST240-36(ETP),11.46,3.6,371,371,100304,100304
306,SST240-48(ETP),11.46,4.8,495,495,100305,100305
307,SST240-60(ETP),11.46,6,619,619,100306,100306
308,SST240-72(ETP),11.46,7.2,743,743,100307,100307
309,SST240-84(ETP),11.46,8.4,867,867,100308,100308
310,SST240-96(ETP),11.46,9.6,990,990,100309,100309
311,SST240-108(ETP),11.46,10.8,1114,1114,100310,100310
312,SST275-24(ETP),12.22,2.4,282,282,100311,100311
313,SST275-36(ETP),12.22,3.6,422,422,100312,100312
314,SST275-48(ETP),12.22,4.8,563,563,100313,100313
315,SST275-60(ETP),12.22,6,704,704,100314,100314
316,SST275-72(ETP),12.22,7.2,845,845,100315,100315
317,SST275-84(ETP),12.22,8.4,985,985,100316,100316
318,SST275-96(ETP),12.22,9.6,1126,1126,100317,100317
319,SST275-108(ETP),12.22,10.8,1267,1267,100318,100318
320,SST310-24(ETP),12.99,2.4,318,318,100319,100319
321,SST310-36(ETP),12.99,3.6,477,477,100320,100320
322,SST310-48(ETP),12.99,4.8,636,636,100321,100321
323,SST310-60(ETP),12.99,6,795,795,100322,100322
324,SST310-72(ETP),12.99,7.2,954,954,100323,100323
325,SST310-84(ETP),12.99,8.4,1113,1113,100324,100324
326,SST310-96(ETP),12.99,9.6,1272,1272,100325,100325
327,SST310-108(ETP),12.99,10.8,1431,1431,100326,100326
328,SST350-24(ETP),13.75,2.4,356,356,100327,100327
329,SST350-36(ETP),13.75,3.6,535,535,100328,100328
330,SST350-48(ETP),13.75,4.8,713,713,100329,100329
331,SST350-60(ETP),13.75,6,891,891,100330,100330
332,SST350-72(ETP),13.75,7.2,1069,1069,100331,100331
333,SST350-84(ETP),13.75,8.4,1247,1247,100332,100332
334,SST350-96(ETP),13.75,9.6,1426,1426,100333,100333
335,SST350-108(ETP),13.75,10.8,1604,1604,100334,100334
336,SST390-24(ETP),14.51,2.4,397,397,100335,100335
337,SST390-36(ETP),14.51,3.6,595,595,100336,100336
338,SST390-48(ETP),14.51,4.8,794,794,100337,100337
339,SST390-60(ETP),14.51,6,992,992,100338,100338
340,SST390-72(ETP),14.51,7.2,1191,1191,100339,100339
341,SST390-84(ETP),14.51,8.4,1389,1389,100340,100340
342,SST390-96(ETP),14.51,9.6,1588,1588,100341,100341
343,SST390-108(ETP),14.51,10.8,1786,1786,100342,100342
344,SST430-24(ETP),15.28,2.4,440,440,100343,100343
345,SST430-36(ETP),15.28,3.6,660,660,100344,100344
346,SST430-48(ETP),15.28,4.8,880,880,100345,100345
347,SST430-60(ETP),15.28,6,1100,1100,100346,100346
348,SST430-72(ETP),15.28,7.2,1320,1320,100347,100347
349,SST430-84(ETP),15.28,8.4,1541,1541,100348,100348
350,SST430-96(ETP),15.28,9.6,1761,1761,100349,100349
351,SST430-108(ETP),15.28,10.8,1981,1981,100350,100350
352,SST475-24(ETP),16.04,2.4,485,485,100351,100351
353,SST475-36(ETP),16.04,3.6,728,728,100352,100352
354,SST475-48(ETP),16.04,4.8,970,970,100353,100353
355,SST475-60(ETP),16.04,6,1213,1213,100354,100354
356,SST475-72(ETP),16.04,7.2,1455,1455,100355,100355
357,SST475-84(ETP),16.04,8.4,1698,1698,100356,100356
358,SST475-96(ETP),16.04,9.6,1940,1940,100357,100357
359,SST475-108(ETP),16.04,10.8,2183,2183,100358,100358
360,SST520-24(ETP),16.81,2.4,533,533,100359,100359
361,SST520-36(ETP),16.81,3.6,799,799,100360,100360
362,SST520-48(ETP),16.81,4.8,1065,1065,100361,100361
363,SST520-60(ETP),16.81,6,1332,1332,100362,100362
364,SST520-72(ETP),16.81,7.2,1598,1598,100363,100363
365,SST520-84(ETP),16.81,8.4,1864,1864,100364,100364
366,SST520-96(ETP),16.81,9.6,2131,2131,100365,100365
367,SST520-108(ETP),16.81,10.8,2397,2397,100366,100366
368,SST570-24(ETP),17.57,2.4,582,582,100367,100367
369,SST570-36(ETP),17.57,3.6,873,873,100368,100368
370,SST570-48(ETP),17.57,4.8,1164,1164,100369,100369
371,SST570-60(ETP),17.57,6,1455,1455,100370,100370
372,SST570-72(ETP),17.57,7.2,1746,1746,100371,100371
373,SST570-84(ETP),17.57,8.4,2037,2037,100372,100372
374,SST570-96(ETP),17.57,9.6,2328,2328,100373,100373
375,SST570-108(ETP),17.57,10.8,2619,2619,100374,100374
376,SST620-24(ETP),18.33,2.4,633,633,100375,100375
377,SST620-36(ETP),18.33,3.6,950,950,100376,100376
378,SST620-48(ETP),18.33,4.8,1267,1267,100377,100377
379,SST620-60(ETP),18.33,6,1584,1584,100378,100378
380,SST620-72(ETP),18.33,7.2,1900,1900,100379,100379
381,SST620-84(ETP),18.33,8.4,2217,2217,100380,100380
382,SST620-96(ETP),18.33,9.6,2534,2534,100381,100381
383,SST620-108(ETP),18.33,10.8,2850,2850,100382,100382
384,SST675-24(ETP),19.1,2.4,688,688,100383,100383
385,SST675-36(ETP),19.1,3.6,1032,1032,100384,100384
386,SST675-48(ETP),19.1,4.8,1375,1375,100385,100385
387,SST675-60(ETP),19.1,6,1719,1719,100386,100386
388,SST675-72(ETP),19.1,7.2,2063,2063,100387,100387
389,SST675-84(ETP),19.1,8.4,2407,2407,100388,100388
390,SST675-96(ETP),19.1,9.6,2751,2751,100389,100389
391,SST675-108(ETP),19.1,10.8,3095,3095,100390,100390
392,SST730-24(ETP),19.86,2.4,744,744,100391,100391
393,SST730-36(ETP),19.86,3.6,1115,1115,100392,100392
394,SST730-48(ETP),19.86,4.8,1487,1487,100393,100393
395,SST730-60(ETP),19.86,6,1859,1859,100394,100394
396,SST730-72(ETP),19.86,7.2,2231,2231,100395,100395
397,SST730-84(ETP),19.86,8.4,2602,2602,100396,100396
398,SST730-96(ETP),19.86,9.6,2974,2974,100397,100397
399,SST730-108(ETP),19.86,10.8,3346,3346,100398,100398
400,SST785-24(ETP),20.63,2.4,802,802,100399,100399
401,SST785-36(ETP),20.63,3.6,1204,1204,100400,100400
402,SST785-48(ETP),20.63,4.8,1605,1605,100401,100401
403,SST785-60(ETP),20.63,6,2006,2006,100402,100402
404,SST785-72(ETP),20.63,7.2,2407,2407,100403,100403
405,SST785-84(ETP),20.63,8.4,2808,2808,100404,100404
406,SST785-96(ETP),20.63,9.6,3209,3209,100405,100405
407,SST785-108(ETP),20.63,10.8,3611,3611,100406,100406
408,SST845-24(ETP),21.39,2.4,863,863,100407,100407
